                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                0.84791,                0.46518,                0.89708,                0.98895,                0.89581,                0.94919,                0.67511,                  1.168,                0.52697,                0.99543,              0.0010159,              0.0010159,              0.0010159
                     48,                0.92518,                0.44914,                0.89682,                0.99482,                0.88882,                0.93393,                0.62933,                 1.2483,                 0.5429,                 1.0418,              0.0010181,              0.0010181,              0.0010181
                     49,                0.79732,                0.44296,                0.89851,                0.99309,                0.91255,                0.95156,                 0.7181,                 1.0227,                0.48676,                0.95444,              0.0010195,              0.0010195,              0.0010195
                     50,                0.78042,                0.42053,                0.88974,                0.99345,                0.91499,                0.95075,                 0.7462,                0.96196,                0.47796,                0.97403,                0.00101,                0.00101,                0.00101
                     51,                0.73983,                0.40641,                0.87517,                0.99679,                0.92567,                0.96247,                0.77018,                0.92623,                0.46699,                0.92963,                0.00101,                0.00101,                0.00101
                     52,                0.72314,                0.40106,                0.87466,                 0.9902,                0.92281,                0.95652,                0.74075,                0.98382,                0.45092,                 0.9898,              0.0009902,              0.0009902,              0.0009902
                     53,                0.78106,                0.41093,                0.87918,                0.99254,                0.93015,                0.95758,                0.74865,                0.90237,                 0.4199,                0.92376,              0.0009704,              0.0009704,              0.0009704
                     54,                0.78244,                0.42062,                0.86703,                0.99445,                0.96848,                0.98523,                  0.789,                0.86991,                0.42209,                 0.9299,              0.0009506,              0.0009506,              0.0009506
                     55,                0.77154,                0.42947,                0.88506,                0.99298,                0.94358,                0.97697,                0.75697,                0.96206,                 0.4429,                0.96597,              0.0009308,              0.0009308,              0.0009308
                     56,                0.99127,                0.47027,                0.90796,                0.98681,                0.93615,                0.97492,                0.74549,                 1.0182,                0.46039,                0.97414,               0.000911,               0.000911,               0.000911
                     57,                0.80093,                 0.4206,                 0.8773,                0.99053,                0.96316,                0.98598,                0.80383,                0.85714,                0.41703,                0.92865,              0.0008912,              0.0008912,              0.0008912
                     58,                0.75945,                 0.4075,                0.87851,                0.99027,                0.93737,                0.96888,                0.80003,                0.78584,                0.37473,                0.90356,              0.0008714,              0.0008714,              0.0008714
                     59,                0.84158,                0.42782,                0.89229,                0.99449,                0.91673,                0.95872,                0.79631,                 0.8176,                0.38005,                0.89951,              0.0008516,              0.0008516,              0.0008516
