,Image,Number identified - YOLO,Number identifiable - YOLO,Percentage - YOLO,RMSE_cx - YOLO,RMSE_cy - YOLO,RMSE_c - YOLO,RMSE_sigmax - YOLO,RMSE_sigmay - YOLO,RMSE_sigma - YOLO,MaxE_sigmax - YOLO,MaxE_sigmay - YOLO,MaxE_sigma - YOLO,RMSE_amplitude - YOLO,RMSEPixel - YOLO
5,128,76,80,95.0,0.9483554178604198,0.10454089255244989,0.9540999930829442,1.871561871793009,1.8754607478059844,2.6495465379023506,11.435411244140141,20.955675087758213,23.872765836959424,27.064077988080058,588275.293180548
19,149,76,78,97.44,1.0089451080325533,0.049100982691831274,1.0101391674042366,1.7544497126831153,1.3800334706008757,2.2321707314434,10.958198855042344,13.816438041149425,17.6345139511009,14.304806803870212,281263.9217975961
0,156,77,80,96.25,1.013689586642329,0.10970232555272008,1.0196083455419394,1.858793245680029,2.1969690468201843,2.8778091185607995,10.399841333983282,17.14749933081482,20.054760858018774,24.773662812898074,603119.7433818327
4,166,78,80,97.5,0.9559076630634735,0.0784318026789327,0.9591199132407471,1.6434999742102927,1.9475184884608143,2.5483171757310603,8.285713915024273,44.754681930193826,45.515212948578466,12.74124227338939,258600.0287916018
9,176,78,79,98.73,1.1433658085228977,0.08217902645852002,1.1463152988985577,1.6740695314267182,1.6676029708358444,2.3629237110816352,7.272478809489967,18.404722584259147,19.78946086779575,25.246577112700464,668617.95435542
8,177,73,78,93.59,1.0030123152352424,0.08513929105368014,1.0066192941696899,1.638589749051616,1.7317486874509032,2.38409938597051,7.963944619640954,17.88736480680581,19.580148968699476,20.556360764602704,360213.4619241652
18,178,77,79,97.47,0.9869100754173857,0.061080555231401025,0.9887984279860715,1.6169971235461087,1.5386639532889217,2.232076714341844,7.53414484886812,8.128125954341666,11.082859294124809,18.05058438297502,407438.80472754594
13,188,77,79,97.47,1.0771456364205638,0.10079793334078872,1.0818516281938275,1.8977909187365642,2.8594867931254297,3.431949167936164,12.758925098232199,63.173866873899655,64.44941912432955,26.797368796594352,696602.9344197045
30,205,79,79,100.0,2.601623312833128,0.05091752103977403,2.6021215297955735,6.980515714307084,0.6801450630377869,7.013572338292578,46.01299085980712,2.665021926967107,46.09010381563388,11.148232951497906,313956.5465355551
35,246,79,79,100.0,2.2535123613273815,0.04542302640663266,2.2539701005078236,4.939717916303544,0.8668209508148166,5.015196073277867,47.12846869886042,3.0376176989579418,47.226260525098624,11.95980277782108,341104.8369610417
39,254,79,79,100.0,2.1445868334158504,0.05570779569034043,2.145310244361244,5.627268889730534,0.6593283189205814,5.665762877976782,40.77389748286285,2.4769222692135906,40.84906192155134,11.363863738648817,316600.9982194431
33,269,79,79,100.0,2.1492384000306246,0.052821561380147285,2.149887396472856,4.705691483728696,0.8847107330960247,4.788135902550395,43.82534347262368,3.692865512869396,43.98065468122978,12.765654087243067,363424.4686171493
29,290,80,79,101.27,2.3044049955340125,0.08196706678860703,2.305862308005411,6.504997447173051,1.8391431329270835,6.759988110279541,46.042004272668244,84.95218630519412,96.62680847195985,10.771625960477921,287739.4208110074
36,292,80,79,101.27,2.0745492517300756,0.07820891838012979,2.0760229364744522,4.861940884370815,2.0426963536856966,5.2736209151281725,46.07787470786955,84.87155087879458,96.57303291377951,12.564950872022058,335432.0080651784
32,295,79,79,100.0,2.0871159521052296,0.05062076332812855,2.0877297380676554,4.66897072890354,0.8393349833217499,4.74381395941976,44.04197804541322,4.9676759928323255,44.32125488885014,11.251690051214979,305862.7658325403
28,308,79,79,100.0,2.096911606782706,0.05824729610336613,2.097720437561541,4.829044462427915,0.7619284483469956,4.888783629953997,44.846840249721765,3.3011931833639334,44.968177156940136,14.151345694842906,434616.23866875574
31,340,79,79,100.0,2.473035249665634,0.04976877025237472,2.4735359865142854,5.090219991649639,0.7451491745330072,5.1444714845838995,45.70036220441086,6.06978643572009,46.10168557644716,13.293326144152,385108.0955985776
22,345,80,79,101.27,2.3271052624262905,0.08212117410310103,2.328553797885762,5.91491515065666,1.9083700690192928,6.215150646589059,47.2349083383665,84.84956731234841,97.11120243734308,11.209906710663946,305388.94645309343
26,348,80,79,101.27,2.281343198284259,0.07959709258382104,2.2827313651644707,5.386083685154663,1.877645413175009,5.703985427848355,45.33827602875395,84.8745318519727,96.22497300779571,11.199992247577702,315764.13074599835
37,352,79,79,100.0,2.402960906414864,0.04686580918277807,2.4034178833129496,5.414413502901377,0.7963926081749891,5.472669802459904,44.083170198138546,6.454447480655914,44.55317931414767,12.30399126288654,363044.51645035384
38,354,81,79,102.53,2.0557488543184164,0.08068035108800888,2.0573314441487462,6.322285415961268,1.8583267018325196,6.589739828826346,87.9357925316516,85.39831155209127,122.57885308697303,11.687670121219776,302433.1355519716
20,364,79,79,100.0,2.090797425657151,0.054953530721979144,2.091519487280332,6.837106516650886,0.8670627650169019,6.89186646406536,43.74356847242377,4.150952668098045,43.94007499714147,8.911932254354042,266373.41240305617
23,367,79,79,100.0,2.363590009012241,0.042088049440142376,2.3639647067179665,5.385342468344064,0.7663879769638784,5.439601458984373,44.443115605304534,4.885344547663167,44.71081654427534,11.923853839956719,345524.7439042753
25,385,79,79,100.0,2.2621958592056233,0.052781626625841585,2.262811526733134,5.043395058620223,0.866181628063762,5.117236004925908,47.24197290321705,5.511046602295595,47.5623342408777,13.472402819810139,391740.8306820211
21,386,80,79,101.27,2.472589283419463,0.0764661264441484,2.4737713784774344,5.538486184252541,1.985172539564033,5.883514190090425,40.47195536654167,85.2717324011386,94.38881034255455,10.690624621419312,291816.2930744899
34,395,79,79,100.0,2.043801121158554,0.053765974034318736,2.0445082056115162,5.2038002963334735,0.9158002191865131,5.283770203707047,44.775521743777134,2.9553554500826844,44.872948123159816,11.132215422064858,318592.8563082375
24,398,80,79,101.27,2.5534280983980917,0.07413351632461695,2.5545040285604457,5.2904753055028415,1.8798036892651555,5.61451608496318,46.97330905564038,85.25108812176848,97.3357066527091,12.46718618846109,357233.5792998847
27,399,79,79,100.0,2.429695118799831,0.06062801573576427,2.430451424450154,4.674163213303395,0.8305716666273099,4.747383599205228,41.67627536203376,3.340652621781401,41.80994962914303,13.611674295879908,406903.2297573762
