,Image,Number identified - YOLO_px,Number identifiable - YOLO_px,Percentage - YOLO_px,RMSE_cx - YOLO_px,RMSE_cy - YOLO_px,RMSE_c - YOLO_px,RMSE_sigmax - YOLO_px,RMSE_sigmay - YOLO_px,RMSE_sigma - YOLO_px,MaxE_sigmax - YOLO_px,MaxE_sigmay - YOLO_px,MaxE_sigma - YOLO_px,RMSE_amplitude - YOLO_px,RMSEPixel - YOLO_px
14,110,76,79,96.2,3.180606460447149,0.6000106730237225,3.2367067003329977,11.750031446293999,29.00847213395128,31.297838496214492,365.8610059473826,636.2798474885818,733.9661572531281,29.994758335506646,1353589.21206299
11,116,78,80,97.5,0.5541922333537466,0.3343454095226649,0.6472371160390078,8.706009756862866,20.655394576475473,22.41517189308357,163.40346307116602,427.19153999885134,457.3765446437324,26.647365785796122,1030938.9845331341
5,128,76,80,95.0,0.531914000032631,0.46141354252835726,0.7041554946595829,7.315872582204013,29.10967863585745,30.01491932226272,41.85485482007965,250.64270816102604,254.11335271154724,30.613487868040394,1068044.205605299
19,149,76,78,97.44,0.6120199393333488,0.30026374543442463,0.6817086789559781,8.13455112764193,15.512099077472314,17.51559704484943,50.99702381345285,119.24942648678496,129.69626885634378,16.12196339634866,636840.0468788518
0,156,77,80,96.25,0.5272007292098061,0.4074582568425019,0.6663053653907355,6.62810584291666,31.01604314765572,31.71634782887442,28.297073333917055,331.98836116557635,333.1921312226179,28.568885571652224,1154318.8419198324
4,166,78,80,97.5,0.5551683169011601,0.3730501813472504,0.668863437402646,7.8588946178659205,34.47650288573245,35.36087493041766,127.74031673908752,334.20834523095516,357.7887736397213,15.085892764223981,878080.8267156995
9,176,78,79,98.73,0.5420911421846376,0.4056466912944412,0.6770613300087169,6.346433557798023,28.879875019224173,29.568976986523445,22.591308738647285,406.44388304112084,407.0712435091298,27.567891335664243,1287848.3393949673
8,177,73,78,93.59,0.4891288424957326,0.44338635754759825,0.6601806469600133,6.604802899571732,24.26476180761356,25.147605987895005,45.70551360352125,461.1939392167276,463.45317297867786,24.894690777222156,856860.5185534881
18,178,77,79,97.47,0.5025533869100587,0.3561308332721212,0.6159456770705243,13.278103603264471,21.209796521712992,25.023259255970103,530.2624395698577,259.25658879730827,590.2476036828897,21.563255501855043,865005.302273698
13,188,77,79,97.47,0.5937706945797026,0.4449330022013304,0.7419764242814939,6.888155768038111,58.414959453381776,58.81967509112061,20.735446961632736,946.0115498091571,946.2387706773709,30.28635413711205,1584764.1104929477
30,205,79,79,100.0,2.4476636648411,0.35703723887184086,2.473566859036681,35.02628729783385,18.00189064573913,39.38158032242418,365.76002145570146,156.74665031337028,397.9320365084183,12.359802431962562,1155964.6016849608
35,246,79,79,100.0,2.579456937501318,0.3684109579282514,2.6056332678151946,55.860289237757335,20.06344331381197,59.35413777768534,1542.155134422727,90.42514562141545,1544.803924641258,13.177446035705886,1478318.4116836505
39,254,79,79,100.0,2.5664654016436157,0.3946848569262737,2.596636438572146,34.737227451613364,19.888720930095538,40.027942630871514,319.4204391437332,97.46699369863782,333.959925445293,12.631466360462735,1162640.0965637225
33,269,79,79,100.0,2.776531574429691,0.34540080045911803,2.797933040078482,35.87582917927201,16.86818124209181,39.64354496909129,217.4078308925922,57.966795847472675,225.00292076825255,14.180246333106572,1271712.5666541487
29,290,80,79,101.27,2.69095539886419,0.3853756709129743,2.7184104484805007,36.0282232573084,19.499955092150405,40.966829504787654,489.8530952656914,181.20320939384854,522.2936511542233,11.700951619822801,1058439.6635076706
36,292,80,79,101.27,2.5922556728245847,0.34866113435875173,2.615598222186193,38.72725414643431,15.671536177131905,41.77795183914199,437.612106982552,43.860031932932905,439.80456861982054,13.387744116581842,1227338.8048534493
32,295,79,79,100.0,2.2252207365847108,0.3436018242671149,2.2515926674614777,37.283076192513484,17.70740780632062,41.27444804714062,363.8110196609684,92.24914984478498,375.32434463253134,12.377183639147761,1166523.6150439468
28,308,79,79,100.0,1.8982319160607048,0.34548478577238406,1.9294154929282819,30.1644694355077,15.905370198234687,34.10096798433397,229.96771739898523,73.84938826495498,241.53443479720983,15.547256640691831,1036812.4301482886
31,340,79,79,100.0,2.4322286634047883,0.32295217665583803,2.4535758352850205,36.66298723836103,18.866030669466035,41.23229009479654,524.5709462116316,164.8234200716074,549.8558332994824,14.398178629346372,1215472.5167466458
22,345,80,79,101.27,2.149078183995088,0.3705763115841758,2.1807943148382787,26.399995881723616,44.21015153976738,51.492691536996,184.42478982706257,1829.8165327636177,1839.08701443891,12.234076534332269,1364671.9760302543
26,348,80,79,101.27,2.1224299251627783,0.34578677854977474,2.1504132820102995,74.27911192805585,20.253594014154732,76.99087309097654,3681.441811351791,135.17400709145952,3683.9226135414838,12.402774887069077,1186865.0980294007
37,352,79,79,100.0,2.515658017107823,0.2775272848683215,2.5309201198151725,39.80520606881871,18.644510549757488,43.9553432909031,416.2282626992014,94.35427654090506,426.7888191730812,13.166873960901935,1337761.4172022634
38,354,81,79,102.53,2.7755787637938076,0.3302243873568073,2.795153952831282,68.2804480263618,16.017865984163432,70.13409736616929,1930.752690708398,84.8022748168858,1932.6141307803368,12.470438919769693,1358038.322092296
20,364,79,79,100.0,2.2852032496592045,0.29406153442714245,2.304045589454044,27.63364931407733,16.199770368161317,32.03203294195615,114.77291221993622,160.16064784229917,197.0387131928905,9.524993320960796,988414.1536680512
23,367,79,79,100.0,2.1896586445819093,0.3004338451009956,2.2101731776208067,28.80381759108764,22.064781080378275,36.28380454067171,137.85086784146213,579.7671925640549,595.9302470409185,13.111915998582708,1194947.9947663061
25,385,79,79,100.0,2.7260577583209473,0.33794345263357034,2.7469249496263504,49.527197260351755,24.00000896556594,55.03584012998294,570.4485111459114,364.3087508503034,676.8547627184842,14.933992423577008,1632773.2991424894
21,386,80,79,101.27,2.379406386123332,0.3692522988543834,2.407887458029079,28.51559506107707,21.699101560398233,35.832808572812155,257.8140047604083,223.99086084773484,341.52593868388556,11.887853870255674,964482.877698784
34,395,79,79,100.0,2.0320694462989186,0.36374317367751247,2.0643680221749667,34.41409809846535,17.69554061206978,38.69705809857136,486.63737744033557,159.8619210913093,512.2223842600123,12.421640960127894,1075965.0750670468
24,398,80,79,101.27,2.3544388113328125,0.29983663034217756,2.373454048682051,38.01905098122344,16.132259256259545,41.30009716966824,429.5490258875656,69.24561198958915,435.09461088454,13.81030279360309,1281759.9878822055
27,399,79,79,100.0,2.8415595791975,0.3496380743558841,2.862989281357575,36.53288494276011,18.838075183496812,41.10382900485096,685.1691090024589,266.66314443285603,735.2318957512939,15.301129515089817,1289263.2582286042
