,Image,Number identified - YOLO_px_infer,Number identifiable - YOLO_px_infer,Percentage - YOLO_px_infer,RMSE_cx - YOLO_px_infer,RMSE_cy - YOLO_px_infer,RMSE_c - YOLO_px_infer,RMSE_sigmax - YOLO_px_infer,RMSE_sigmay - YOLO_px_infer,RMSE_sigma - YOLO_px_infer,MaxE_sigmax - YOLO_px_infer,MaxE_sigmay - YOLO_px_infer,MaxE_sigma - YOLO_px_infer,RMSE_amplitude - YOLO_px_infer,RMSEPixel - YOLO_px_infer
18,18,74,78,94.87,0.5314982104570584,0.3604712726431129,0.6422070430320747,6.54586947969817,13.485255327453928,14.990013959028476,23.159431442013716,98.1481372373672,100.84352288512336,25.43028194988678,726596.7402022672
19,53,76,79,96.2,0.5131600511672719,0.3727339496274566,0.6342427258698995,6.5262055895637845,13.107501800028276,14.642334610129563,19.78467533120842,48.339479547396685,52.23158681176085,39.14178504856707,1216074.618339043
16,55,74,79,93.67,0.8064949528258218,0.665754700731435,1.0457836442015753,7.268643864774534,17.85509973935211,19.277908868317027,27.114325454442657,92.76022175131766,96.64184075338726,37.882096183556065,1292109.060261532
13,70,78,78,100.0,0.5204107851738667,0.40068112266843015,0.656789728442912,6.406523978388619,14.559623550091874,15.90679689334274,22.908598762928765,49.62085653023138,54.65375833439698,31.67448371414055,1191816.5433149457
15,79,71,80,88.75,0.5492640513564816,0.3476225623331207,0.6500249564098136,6.636572719097823,14.19368319409718,15.668590876982849,23.479036240192308,90.02305596030897,93.03448687019875,20.899588242790134,500659.1010550267
4,94,75,78,96.15,0.5158749096223938,0.4798466473787145,0.704542211211298,5.328593872903465,16.48734724641872,17.327046253944594,19.8006531826718,81.80420054115616,84.16646061607999,33.1419307508963,1105463.110482543
6,99,76,79,96.2,0.6379850460180857,0.3952666054307736,0.750506900908623,7.399623190554079,14.871789407786462,16.6109765983742,27.06188923828684,85.47804934903223,89.65959385175071,30.639527763796252,1096717.7823378865
11,109,74,78,94.87,0.531925046599784,0.3393495713522223,0.6309535535814974,6.241517393393799,16.82281273337201,17.94334326802396,27.577627502027692,94.55762548460737,98.49705617899382,23.9382033406593,762101.7118905205
8,112,77,79,97.47,0.5678954176531599,0.45280319908468913,0.726316695727687,6.538011915227961,14.023816804512416,15.47297765687612,20.028439396986773,72.84013793395117,75.54352440094256,29.73595210281827,1083051.3497967036
5,113,75,79,94.94,4.087725739307985,1.4893764285222097,4.35060270142409,6.396953584914741,14.55699320735057,15.900536670389595,29.318933998565416,91.53457060231183,96.11543843817103,31.000210737787675,1161799.066601538
1,121,76,78,97.44,0.6213230412483282,0.44460338115744036,0.7640120994609312,5.72591924453261,14.63465101465442,15.714934346526382,19.362159767831212,78.45266497213417,80.80664497493352,31.411058698313248,991738.5260046626
14,129,76,79,96.2,0.5307546923881918,0.3413533156889503,0.6310488329946616,6.268853168011666,12.74817489716893,14.206142447930683,26.763105704727717,81.02135794845836,85.32716021745155,28.661904983241765,893305.5037414993
12,131,76,80,95.0,0.5509314769663703,0.4167091365680946,0.6907763725053667,6.768449042706641,12.759370476125126,14.44345655965808,29.914311543622947,56.91629587599052,64.29876181834476,31.34322812850131,944736.9472684427
2,140,78,78,100.0,5.265537895376992,1.5100718893971146,5.477792113506913,7.513004686571538,17.283966289068537,18.846239150082532,30.800567979625605,93.14099639305097,98.10158101151006,26.824167227682455,1356159.6746910193
17,148,78,78,100.0,0.5287381007610379,0.4264733618008244,0.6792963326281737,7.54703915958584,16.649142068035097,18.279817605160567,31.652586680828403,118.74260580691443,122.8889444881175,30.87588671913279,1123044.1175270034
9,176,77,79,97.47,0.5456174476652195,0.41877741641566507,0.6878029686592577,6.238330933874536,16.9953842262483,18.104139245994148,20.46634042300123,128.66655169590769,130.28412265362905,25.977024958465467,985337.2660573414
7,184,76,79,96.2,0.5261137926450326,0.32979412699544275,0.620934689812082,6.86138114002526,14.712703306614678,16.23398255934645,25.29597096808448,122.5825621885497,125.16537340625732,20.87200219677664,716386.4061831835
3,186,75,77,97.4,0.6555577509996919,0.4653950679836359,0.803958042561468,6.8942059776669895,17.36847140808053,18.686729920342138,36.868193818660345,140.62399892060162,145.3766583323185,21.244198837949266,787928.0971843234
0,193,73,79,92.41,0.5319869304099831,0.4035927341845753,0.6677553363422994,7.5124397897504265,15.851365250431684,17.541451818399143,35.20959806454176,78.42148188264153,85.96304215496365,28.077844403697977,830546.9331614882
10,194,74,78,94.87,0.4641862593176724,0.42774650918641105,0.6312178383573248,6.319649507251535,16.112221572127265,17.307271705379442,17.589808398290373,85.81307737333678,87.59729223994799,31.18449459215921,927558.4115595034
