,Image,Number identified - YOLO,Number identifiable - YOLO,Percentage - YOLO,RMSE_cx - YOLO,RMSE_cy - YOLO,RMSE_c - YOLO,RMSE_sigmax - YOLO,RMSE_sigmay - YOLO,RMSE_sigma - YOLO,MaxE_sigmax - YOLO,MaxE_sigmay - YOLO,MaxE_sigma - YOLO,RMSE_amplitude - YOLO,RMSEPixel - YOLO
14,203,79,79,100.0,1.9942091362237295,0.0636439371482066,1.9952244559783037,5.947297666094051,1.6767703307167467,6.179151096315715,47.831288495774,5.569010384128834,48.154397886636445,12.621594427112734,415887.63701606775
1,204,80,79,101.27,2.009785897384279,0.07379311774916772,2.0111401685491423,4.731021969774822,2.2652075720773555,5.245353584181778,29.858195265375958,84.76581840324931,89.8707727466386,12.297162244764378,347129.0897555462
3,217,79,79,100.0,2.0248982873063537,0.060375149011646596,2.0257981717225393,5.5499380991822385,1.258494539319569,5.690836617778772,45.53295274194258,5.200787540273116,45.82900802372921,13.309859071555074,381083.7394980157
19,239,79,79,100.0,2.0461507595012045,0.048460918353603596,2.0467245518669652,5.063531552588988,1.2114358657205837,5.206431468944773,46.67665633617393,4.704343623066077,46.913122851172126,11.985167317125152,367087.2678058044
9,241,80,79,101.27,2.555598360074121,0.09936057526361887,2.557529179096546,5.9551028630635034,2.6077069591219333,6.501029587251552,49.1357065431146,84.97633426658606,98.15953872588055,12.392926591787981,352895.75782184943
11,253,80,79,101.27,2.0672648989181246,0.0812521467242011,2.068861057114821,6.627388120565965,2.5011256368556904,7.083636266209302,45.11791418929053,84.50338486301672,95.79377972550883,9.895304860947501,264792.0120493638
4,257,79,79,100.0,2.322729484414794,0.052658889511654795,2.3233263258557577,4.750253079986544,1.3879162829826994,4.948860063943025,32.13890492567416,4.976689836791174,32.521941079110626,13.14804654861831,398783.6776288048
15,274,79,79,100.0,2.259554096524037,0.06262224057893323,2.2604216996245814,6.011874944705838,1.6599491382545413,6.236831847370411,47.80184185080889,4.496979154116762,48.012903534803065,9.70118237210797,297687.59721537755
0,277,81,79,102.53,2.1874613659834905,0.08095841220363324,2.188958997372242,5.63213561748747,2.2730892496153503,6.073539853371166,47.13378745187431,85.02111905714729,97.21205997862651,10.247261398156374,290252.92456405907
5,285,80,79,101.27,1.907274536805064,0.08979670001689088,1.909387233140228,5.391845091031542,2.066218454211653,5.774188443946538,48.2676210467791,84.86497785185584,97.63107961766814,11.965249133589198,342836.77164548903
16,292,79,79,100.0,2.12065085695465,0.0513269799977049,2.1212719099583097,5.067937881062019,1.1905774157373226,5.205907120681961,47.6224668772941,4.068126327141696,47.795909901293406,12.008162447454955,350008.1602679363
7,306,79,79,100.0,1.9916213034649022,0.0674279368600998,1.9927623900215614,4.996190863134733,1.4494251818107218,5.202187664678969,47.13715868618859,5.95801018703123,47.512204899327635,12.848369129078913,390818.87680893583
6,310,80,79,101.27,1.9390441943176973,0.0842979143976448,1.9408757110873844,6.110192008762337,2.290477350864993,6.525391396595965,44.603981693407555,84.24441017078608,95.32384711041347,11.091841471536519,305662.8606556626
8,334,79,79,100.0,1.841807275640744,0.06940119822639934,1.843114366206948,6.015438635693141,1.7137492210453478,6.254793231788185,46.21302049121461,6.129533841795618,46.61774820858617,10.603447410155367,317261.5942426397
12,348,79,79,100.0,2.1716545957770723,0.05723190165249453,2.172408611179407,5.885391145396671,1.333880063570268,6.034655330530797,49.796078063136626,4.221109863506182,49.97466517096224,10.750420154704038,322084.45828620164
13,349,79,79,100.0,2.080932264044107,0.07704769002651288,2.082358142606154,5.769968224920574,1.3101266591917575,5.916837430563564,46.0043952885903,6.518122555027911,46.4638602304117,13.38721181406751,394644.66890554177
10,363,79,79,100.0,2.4645443438285133,0.061090662423459036,2.4653013794934795,5.835694579055523,1.2018462719363758,5.958167980292716,49.52072187349736,6.434586279396094,49.937018287631794,11.291657429460873,330497.9432840257
18,364,80,79,101.27,2.022381588443034,0.09268580335982192,2.024504370807291,7.165445049604169,2.3294652395955353,7.534587650388094,45.70978149772031,84.53688264107629,96.1034268444182,9.57057421125974,279368.07650296827
2,385,79,79,100.0,2.215942184200548,0.06249284724383678,2.216823204424777,5.319524441740369,1.260459771975466,5.466818007126415,50.07131212952327,4.930152596531281,50.31344455508118,13.570478885461496,400882.913522563
17,395,79,79,100.0,1.8936609153706925,0.056230115818842324,1.89449557622275,5.44431726116144,1.247761573811138,5.585472172096111,46.02961078240382,4.969528250378614,46.29709796316501,11.216774939289307,327967.47191648226
