,Image,Number identified - YOLO,Number identifiable - YOLO,Percentage - YOLO,RMSE_cx - YOLO,RMSE_cy - YOLO,RMSE_c - YOLO,RMSE_sigmax - YOLO,RMSE_sigmay - YOLO,RMSE_sigma - YOLO,MaxE_sigmax - YOLO,MaxE_sigmay - YOLO,MaxE_sigma - YOLO,RMSE_amplitude - YOLO,RMSEPixel - YOLO
18,18,74,78,94.87,0.8567988458828998,0.20755760950283514,0.8815806392887723,2.7448488043751804,3.88089300156577,4.753475091812518,20.2413029089165,48.81450053263405,52.844732998673024,23.28597736364859,515643.6714516089
19,53,76,79,96.2,0.7871430902362422,0.256220904140092,0.8277942958398706,3.1679481890686945,4.523510414185655,5.522503254491544,13.689170582767323,44.93311286363812,46.97209834423563,36.87691742663824,921014.4951430482
16,55,74,79,93.67,1.2585040462915338,0.33696370139944143,1.3028342068709184,2.9992590123147305,3.7094509061813943,4.770280982114271,13.340469633236223,32.68162276537648,35.299526861045486,34.808996536082525,859207.7025538817
13,70,78,78,100.0,0.8008378372161349,0.18774935893547123,0.8225515566198248,2.9650422609292386,2.9418385884263847,4.176827730401497,11.202295518314598,15.689670515309873,19.278412428377894,28.872732448606104,835748.7598553476
15,79,71,80,88.75,0.9933895427208103,0.1523169254471349,1.0049991190865437,2.7904906159978013,2.6845390419864277,3.8721554392768374,14.302812338327712,19.335251643061625,24.050413653114923,19.194185320985085,204533.6233785385
4,94,75,78,96.15,1.149701575336162,0.18544369026928031,1.1645613228126466,2.4966542072602853,2.3467278103377733,3.426428701497115,10.079100223370352,10.253006663588193,14.37749654690719,29.76417395914219,740547.9920228581
6,99,76,79,96.2,0.9702125775318603,0.19901870110540365,0.9904145036249712,2.6190394502345336,3.438182260045173,4.322090338617894,13.084730540911913,35.29326673724174,37.64073392369451,27.396044316659207,669591.8842459485
11,109,74,78,94.87,0.9036733456038014,0.13647196577093035,0.9139201896205978,2.419541615772131,2.020520557530415,3.152250775851476,9.667922733348462,11.788347407418978,15.245781861747785,22.39928933749401,409631.50162145676
8,112,77,79,97.47,1.0021572787344657,0.2113187752804447,1.0241947256779331,2.4913015996360173,2.9833861753913196,3.8867951749307585,8.752672925794098,19.367347509936785,21.25331580992913,26.594177927546404,738832.1144541918
5,113,75,79,94.94,4.386950133184919,1.3331541252011965,4.585044317407646,3.4746585936558874,4.764366382990299,5.896816036967303,19.101055318826607,65.83522575709168,68.55018063273138,28.09308478019556,726247.6836369637
1,121,76,78,97.44,0.8974730537772957,0.2178280231043946,0.9235296042390376,2.1555475958084687,3.2359376491242964,3.8881458186153135,10.12156241652256,11.373467143802968,15.225037951438006,29.532001349017968,689686.7152476347
14,129,76,79,96.2,0.9694200201482936,0.17745329240278374,0.9855276994833306,2.3839131280177894,3.213868976925014,4.0014991694084605,10.148617100030858,37.43557808643705,38.78681394119353,24.662050207492925,606611.0354438144
12,131,76,80,95.0,0.8614897007129302,0.1586604949057996,0.8759781144972786,2.919341417909238,2.852338316786606,4.0814688762416615,11.380272052483544,14.550671579218369,18.472483195142203,28.397114876605063,613979.3460811466
2,140,78,78,100.0,5.670252333561011,1.3193031414962624,5.821711286676453,3.4395642590331614,4.255798310596891,5.471966881524201,23.17259598695359,61.761634398206866,65.96566294908547,24.46928271581291,851894.5407614526
17,148,78,78,100.0,1.0658647755667128,0.2104589790792651,1.0864440628347902,3.340437139062115,3.941352145808133,5.166505300228759,13.965597620582518,72.54677198526547,73.8787658423049,27.569738447129833,715979.0833315515
9,176,77,79,97.47,1.041496454214302,0.1663304240495941,1.0546945880706324,2.3749965140887794,2.603025816273989,3.523684412957937,9.941926339401407,13.966572242875488,17.143717203498884,23.912139312464536,564770.021606956
7,184,76,79,96.2,0.9924825900838742,0.15009986140855608,1.0037687283505414,2.694081119041982,3.055120240707883,4.073307349214087,11.52461433252027,19.95722781260837,23.045773527431894,18.547042201125947,388526.24390604615
3,186,75,77,97.4,0.9305896778938011,0.1823900350719166,0.9482949295952307,2.429014774797289,2.341827006610495,3.374057869253845,11.790425804280432,11.657465034337124,16.580429176382452,18.268600175307725,392853.98335191107
0,193,73,79,92.41,0.8516309396911682,0.17120593473901635,0.8686695168642229,3.0327166271061103,2.9985260787768286,4.264801142542359,12.879789352550233,14.786017321348863,19.60906122162137,25.581351438639853,502978.43967251724
10,194,74,78,94.87,0.8520965561344568,0.23934053042063952,0.8850719916923337,2.6257661589054604,4.112893839231734,4.879604866589454,10.604425898391172,72.79403949142473,73.56239551641566,29.23585388980981,582421.8293292572
