,Image,Number identified - YOLO_px_infer,Number identifiable - YOLO_px_infer,Percentage - YOLO_px_infer,RMSE_cx - YOLO_px_infer,RMSE_cy - YOLO_px_infer,RMSE_c - YOLO_px_infer,RMSE_sigmax - YOLO_px_infer,RMSE_sigmay - YOLO_px_infer,RMSE_sigma - YOLO_px_infer,MaxE_sigmax - YOLO_px_infer,MaxE_sigmay - YOLO_px_infer,MaxE_sigma - YOLO_px_infer,RMSE_amplitude - YOLO_px_infer,RMSEPixel - YOLO_px_infer
14,203,79,79,100.0,2.295917545747935,0.36457497477869977,2.324683266406009,26.36184883593521,16.182388501807374,30.93245498941405,208.73743155130705,107.43673833973631,234.76364300231322,14.091005637538856,924472.2042710774
1,204,80,79,101.27,2.28326346867855,0.35102125370209,2.3100883073927263,21.757914183032796,16.100998858912696,27.067489611172434,56.793172585636775,111.80812353078448,125.40542627740273,13.748085371888635,884754.6505240642
3,217,79,79,100.0,2.5394779114292434,0.34778760715885004,2.563182452017474,24.87964421054273,14.6154441680138,28.854945923905678,101.31310352272638,52.98824739518576,114.33328171368161,14.522387366248962,833680.8619869103
19,239,79,79,100.0,2.192342130656623,0.2798387922684955,2.2101298078416822,22.08539491741417,14.936911506251773,26.66225785644832,77.42516785658425,100.7020523472487,127.02582400664939,13.275033097232535,965512.647472427
9,241,80,79,101.27,2.364354146916301,0.3421950662581014,2.38898890650662,22.690031432728794,14.204510260248451,26.76949080860008,56.70841725397913,43.18305269128958,71.27847239658051,13.414252652056197,734086.5383560185
11,253,80,79,101.27,2.200399110358865,0.34108178699256503,2.2266775766343287,23.53183222006816,16.19535187071098,28.566353457338227,72.26603631159126,69.23667059532707,100.08045043520764,10.555171698889328,880441.276369324
4,257,79,79,100.0,2.5685506576516905,0.36455820232005287,2.5942928061037676,21.640206268814648,15.873315678017565,26.837672737606052,128.7417094941936,58.844270901891136,141.55237893254386,14.540878788775785,863439.5907588594
15,274,79,79,100.0,2.429226532765406,0.30628082693528846,2.448458595206298,20.383372923182872,11.907288497473226,23.606469687092197,79.80016936767576,45.29498837625758,91.75893963595615,10.535773665625273,640772.6225529163
0,277,81,79,102.53,2.4606215635912942,0.339672172730847,2.4839556485851673,22.73619289052294,14.286715252998693,26.852275506469304,89.83114057386558,50.62144503249474,103.11238778138873,11.154311010148373,761539.162630873
5,285,80,79,101.27,2.6337754487667167,0.33585873852946246,2.6551034267562765,24.09043541680028,14.448010699121477,28.090818637643046,69.76759108728523,43.966640627948024,82.46564287162121,13.316389287561309,889410.3539147296
16,292,79,79,100.0,2.61784463293218,0.31811319915849073,2.6371019187074793,25.8531906909162,14.338268838705634,29.56304149088644,103.95820485956916,36.10008104707296,110.04782691734256,13.041459585225232,930077.8882616734
7,306,79,79,100.0,1.8631512529573784,0.32833570023356967,1.891860704027788,22.653059790957293,13.426402348057534,26.333047637989246,60.20359521660248,60.92388842059398,85.65157942086944,14.353578223936825,884537.0974454253
6,310,80,79,101.27,2.3468475537150124,0.3470965180354356,2.3723763262202864,25.342209360723654,15.704251125894315,29.81360559724205,81.49513325592672,48.94077131049902,95.06132673631174,11.799106931254597,802527.4335778318
8,334,79,79,100.0,2.3580697555183683,0.31275444597014934,2.378719890059473,24.483223187625256,13.151849540746888,27.792073762091146,99.43331477445744,42.61049282930172,108.17873259653355,11.611103702507428,724967.5331393364
12,348,79,79,100.0,2.2323768064469536,0.30550735510363836,2.2531846240343287,22.857482847923496,14.123956489622913,26.869139715738537,94.97647244695234,65.43261076680864,115.33410974307375,11.962399043584886,789086.3435130125
13,349,79,79,100.0,2.5857073095868115,0.3676895538440975,2.6117193376886307,25.107298387572914,13.287613282201063,28.406638292130722,60.46379871804631,50.07227572409594,78.50543771998413,14.919929532681978,814150.4170364514
10,363,79,79,100.0,2.4240515800424483,0.3542825054358191,2.4498045139080324,24.158250846025908,15.018259480293144,28.44589955963647,77.39562106941834,97.08817383554705,124.16197348400352,12.457396942896155,939263.105261855
18,364,80,79,101.27,2.307453089093313,0.3416292760181368,2.3326059076918564,19.4832714235598,13.376813939287995,23.633387749758423,72.35717798519542,42.934558157379485,84.13642190009419,10.116856283239152,715082.1348185379
2,385,79,79,100.0,2.7085925139878406,0.3484261635302011,2.730910873365029,24.11378093634874,15.913146241809867,28.891221060374782,57.43886123870989,61.974252250881925,84.4987024897762,14.81388615704106,906416.3420953094
17,395,79,79,100.0,2.0033989477485385,0.3581038606239427,2.0351525050555117,21.894486053669265,13.492995772263807,25.718270829599856,83.89886550161677,44.074387660666595,94.77115215149124,12.280315110621451,697838.7977606783
