                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.53933,                  0.284,                0.83585,                0.99998,                      1,                  0.995,                0.92555,                0.46724,                0.22234,                  0.821,              0.0009704,              0.0009704,              0.0009704
                    106,                0.54084,                0.28814,                0.83557,                0.99999,                      1,                  0.995,                0.94113,                0.43027,                0.21077,                0.81482,              0.0009605,              0.0009605,              0.0009605
                    107,                0.50153,                0.27339,                0.83488,                0.99999,                      1,                  0.995,                0.92114,                0.47572,                 0.2208,                0.82173,              0.0009506,              0.0009506,              0.0009506
                    108,                0.54224,                0.28081,                0.83172,                0.99999,                      1,                  0.995,                0.91205,                0.50581,                0.22986,                0.83087,              0.0009407,              0.0009407,              0.0009407
                    109,                0.54098,                0.27764,                  0.846,                0.99999,                      1,                  0.995,                0.92445,                0.46963,                0.22101,                0.82127,              0.0009308,              0.0009308,              0.0009308
                    110,                0.52872,                0.27598,                0.84673,                0.99999,                      1,                  0.995,                 0.9234,                0.47656,                0.22237,                0.82425,              0.0009209,              0.0009209,              0.0009209
                    111,                0.51851,                0.27223,                 0.8339,                0.99999,                      1,                  0.995,                0.92955,                 0.4595,                0.22066,                0.82052,               0.000911,               0.000911,               0.000911
                    112,                0.52026,                0.27486,                 0.8358,                0.99999,                      1,                  0.995,                0.93335,                0.45678,                0.21929,                0.81961,              0.0009011,              0.0009011,              0.0009011
                    113,                0.53294,                0.27951,                0.83608,                0.99999,                      1,                  0.995,                0.90735,                0.52142,                0.23331,                0.83296,              0.0008912,              0.0008912,              0.0008912
                    114,                0.53918,                0.28204,                0.83791,                0.99999,                      1,                  0.995,                0.93414,                 0.4398,                0.21564,                0.81398,              0.0008813,              0.0008813,              0.0008813
                    115,                0.52229,                0.27168,                0.83626,                0.99999,                      1,                  0.995,                 0.8824,                0.62473,                0.25151,                 0.8622,              0.0008714,              0.0008714,              0.0008714
                    116,                0.53988,                0.28028,                0.84341,                0.99999,                      1,                  0.995,                0.93912,                0.43823,                0.21624,                0.81622,              0.0008615,              0.0008615,              0.0008615
                    117,                0.53326,                0.28088,                 0.8328,                0.99999,                      1,                  0.995,                0.87577,                0.61195,                 0.2487,                0.85481,              0.0008516,              0.0008516,              0.0008516
                    118,                0.55846,                0.28213,                0.84631,                0.99999,                      1,                  0.995,                 0.9133,                0.50457,                0.22967,                0.83297,              0.0008417,              0.0008417,              0.0008417
                    119,                0.55145,                0.28296,                0.85448,                0.99999,                      1,                  0.995,                0.92269,                 0.4664,                0.21874,                0.82149,              0.0008318,              0.0008318,              0.0008318
                    120,                0.53606,                0.28044,                 0.8396,                0.99999,                      1,                  0.995,                0.93319,                0.43764,                 0.2144,                 0.8148,              0.0008219,              0.0008219,              0.0008219
                    121,                0.50611,                0.26957,                0.82993,                0.99999,                      1,                  0.995,                0.91932,                0.49151,                0.22188,                0.82872,               0.000812,               0.000812,               0.000812
                    122,                0.53073,                0.27265,                0.83784,                0.99999,                      1,                  0.995,                0.92741,                0.46399,                0.21658,                0.82025,              0.0008021,              0.0008021,              0.0008021
                    123,                 0.4989,                0.26627,                0.83322,                0.99999,                      1,                  0.995,                0.93524,                0.43328,                0.20853,                0.81437,              0.0007922,              0.0007922,              0.0007922
