                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.32602,                0.20746,                0.79977,                0.99856,                0.98807,                0.99342,                0.95426,                0.38929,                0.20171,                0.80462,              0.0005051,              0.0005051,              0.0005051
                    153,                0.32688,                0.21059,                0.79492,                0.99839,                0.98004,                0.99004,                0.96965,                0.33047,                0.18754,                0.79255,              0.0004952,              0.0004952,              0.0004952
                    154,                0.32559,                 0.2083,                0.79949,                0.99932,                0.98463,                0.99197,                0.97166,                0.33364,                0.19074,                0.79032,              0.0004853,              0.0004853,              0.0004853
                    155,                0.31854,                0.20557,                0.79721,                0.99839,                0.98225,                 0.9904,                 0.9717,                0.31948,                0.18286,                0.79073,              0.0004754,              0.0004754,              0.0004754
                    156,                0.32095,                 0.2056,                0.79623,                 0.9985,                 0.9775,                0.98827,                0.96208,                0.34949,                0.19096,                0.79571,              0.0004655,              0.0004655,              0.0004655
                    157,                0.34132,                0.21231,                0.79762,                0.99821,                0.98653,                0.99285,                0.96638,                 0.3621,                0.19806,                0.79567,              0.0004556,              0.0004556,              0.0004556
                    158,                0.35122,                0.21602,                0.79834,                0.99903,                0.97526,                0.98764,                0.95912,                  0.369,                0.19719,                0.79955,              0.0004457,              0.0004457,              0.0004457
                    159,                0.34462,                0.21386,                0.79998,                 0.9986,                0.98336,                 0.9918,                0.97146,                0.32509,                 0.1862,                0.78987,              0.0004358,              0.0004358,              0.0004358
                    160,                 0.3411,                0.21211,                0.79939,                0.99887,                0.98318,                0.99124,                0.95452,                0.39094,                0.20599,                0.79874,              0.0004259,              0.0004259,              0.0004259
                    161,                0.32244,                0.20811,                0.79632,                0.99855,                0.98003,                0.99001,                0.97312,                0.30357,                0.18028,                0.78739,               0.000416,               0.000416,               0.000416
                    162,                0.31075,                0.20351,                0.79209,                0.99936,                0.98428,                0.99167,                 0.9729,                0.31622,                0.18239,                0.78796,              0.0004061,              0.0004061,              0.0004061
                    163,                 0.3287,                0.20902,                0.79436,                0.99901,                0.97782,                0.98952,                 0.9682,                 0.3375,                0.18883,                0.79136,              0.0003962,              0.0003962,              0.0003962
                    164,                0.31555,                 0.2057,                0.79235,                0.99872,                0.98621,                0.99215,                0.96828,                 0.3444,                0.18822,                0.79379,              0.0003863,              0.0003863,              0.0003863
                    165,                0.31863,                0.20717,                0.79395,                0.99903,                0.98285,                0.99069,                0.96816,                0.34261,                0.18827,                0.79351,              0.0003764,              0.0003764,              0.0003764
                    166,                0.30297,                0.19982,                0.79419,                0.99845,                0.98606,                0.99246,                0.97287,                0.32709,                0.18524,                0.79167,              0.0003665,              0.0003665,              0.0003665
                    167,                0.31767,                0.20487,                 0.7955,                0.99833,                0.98067,                 0.9902,                 0.9691,                0.33764,                  0.189,                0.79226,              0.0003566,              0.0003566,              0.0003566
                    168,                0.32329,                0.20805,                0.79387,                 0.9986,                 0.9832,                 0.9911,                0.96968,                0.33788,                0.18848,                0.79175,              0.0003467,              0.0003467,              0.0003467
                    169,                0.32593,                 0.2087,                0.79475,                0.99888,                0.98653,                0.99319,                0.96174,                0.37314,                0.19716,                0.79789,              0.0003368,              0.0003368,              0.0003368
                    170,                0.32765,                0.20786,                0.79598,                0.99871,                0.98318,                0.99138,                0.97273,                0.31528,                0.18481,                0.78942,              0.0003269,              0.0003269,              0.0003269
                    171,                0.30518,                0.20063,                0.79265,                0.99864,                 0.9832,                0.99099,                 0.9754,                0.29505,                0.17731,                0.78605,               0.000317,               0.000317,               0.000317
                    172,                0.30666,                0.20189,                0.79289,                0.99838,                0.97839,                0.98961,                0.96551,                0.35229,                0.19117,                0.79296,              0.0003071,              0.0003071,              0.0003071
                    173,                0.30576,                0.20031,                0.79395,                0.99887,                0.98463,                0.99178,                0.96931,                0.34166,                0.18493,                0.79456,              0.0002972,              0.0002972,              0.0002972
                    174,                 0.3096,                0.20166,                0.79524,                0.99854,                0.98305,                0.99078,                0.96854,                0.34251,                0.18769,                 0.7925,              0.0002873,              0.0002873,              0.0002873
                    175,                0.30828,                0.20235,                0.79242,                0.99855,                0.98233,                0.99084,                  0.972,                0.33126,                0.18361,                0.79292,              0.0002774,              0.0002774,              0.0002774
                    176,                0.30661,                0.20075,                0.79253,                0.99858,                0.97924,                   0.99,                0.97193,                0.32676,                0.18316,                0.79102,              0.0002675,              0.0002675,              0.0002675
                    177,                0.30784,                0.20188,                0.79185,                0.99898,                0.98209,                0.99061,                0.96489,                0.35743,                0.19249,                0.79707,              0.0002576,              0.0002576,              0.0002576
                    178,                0.29535,                0.19517,                0.79117,                0.99862,                0.98305,                0.99111,                0.96982,                0.33498,                0.18636,                0.79326,              0.0002477,              0.0002477,              0.0002477
                    179,                0.30174,                0.19731,                0.79235,                0.99871,                0.98332,                0.99143,                0.97375,                0.32131,                0.18094,                0.79077,              0.0002378,              0.0002378,              0.0002378
                    180,                 0.2963,                0.19479,                 0.7927,                0.99919,                0.98242,                0.99107,                0.97362,                0.31924,                0.18007,                0.79049,              0.0002279,              0.0002279,              0.0002279
                    181,                0.30736,                0.19957,                0.79152,                0.99817,                0.98305,                 0.9913,                0.97249,                 0.3361,                0.18275,                0.79246,               0.000218,               0.000218,               0.000218
                    182,                0.28808,                0.19258,                0.79384,                0.99903,                0.98078,                0.99049,                0.96811,                0.34993,                0.18629,                0.79691,              0.0002081,              0.0002081,              0.0002081
                    183,                0.28889,                0.19373,                0.79134,                0.99871,                0.98418,                0.99165,                0.96754,                0.34837,                0.18719,                0.79493,              0.0001982,              0.0001982,              0.0001982
                    184,                0.29441,                0.19465,                0.78917,                0.99924,                0.98051,                0.99069,                0.97294,                0.32326,                0.17909,                0.79178,              0.0001883,              0.0001883,              0.0001883
                    185,                0.28709,                0.19225,                0.78965,                0.99933,                0.98415,                0.99163,                 0.9748,                0.31856,                0.17836,                0.78963,              0.0001784,              0.0001784,              0.0001784
                    186,                0.29178,                 0.1943,                0.79163,                0.99919,                0.98189,                0.99097,                0.97222,                0.33021,                0.18101,                0.79232,              0.0001685,              0.0001685,              0.0001685
                    187,                0.28474,                0.19106,                0.79078,                0.99839,                0.98205,                0.99074,                0.97112,                0.33522,                0.18223,                0.79287,              0.0001586,              0.0001586,              0.0001586
                    188,                0.28812,                0.19194,                0.78957,                0.99868,                0.98479,                 0.9919,                0.97199,                0.32945,                0.18028,                0.79176,              0.0001487,              0.0001487,              0.0001487
                    189,                 0.2875,                0.19198,                0.79076,                0.99878,                0.97845,                0.98998,                0.97489,                0.30497,                0.17427,                0.78748,              0.0001388,              0.0001388,              0.0001388
                    190,                0.46373,                0.28242,                0.83712,                 0.9987,                 0.9748,                0.98613,                0.92197,                0.47692,                0.22385,                0.81832,              0.0001289,              0.0001289,              0.0001289
                    191,                0.40297,                0.23863,                 0.8108,                0.99871,                0.98204,                0.98707,                0.91828,                0.45787,                0.22549,                0.81772,               0.000119,               0.000119,               0.000119
                    192,                0.35943,                0.22244,                0.80343,                0.99835,                0.98558,                0.98741,                0.92848,                0.42318,                 0.2168,                0.80229,              0.0001091,              0.0001091,              0.0001091
                    193,                0.33095,                0.20836,                0.79585,                 0.9986,                0.97782,                0.98176,                0.92157,                0.43411,                0.22045,                0.80547,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.32524,                0.20732,                0.79216,                0.99871,                0.97814,                0.98372,                0.95031,                0.35275,                0.20049,                0.79351,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.31431,                 0.2024,                0.79046,                0.99883,                0.98003,                0.98872,                0.95412,                0.35106,                0.19995,                 0.7886,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.29891,                0.19561,                0.79064,                0.99928,                0.97782,                0.98823,                0.96077,                0.32385,                0.19471,                 0.7864,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.30367,                0.19873,                0.79104,                0.99915,                0.98225,                0.98987,                0.96941,                0.29207,                0.18552,                0.78256,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.29279,                0.19234,                0.78658,                0.99916,                 0.9813,                0.98961,                0.96666,                0.30687,                0.18937,                0.78192,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.28536,                0.18979,                0.78823,                0.99919,                 0.9775,                0.98498,                  0.963,                0.30443,                 0.1876,                0.78331,               3.98e-05,               3.98e-05,               3.98e-05
