                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.2807,                0.66591,                 1.2591,                0.89588,                0.95578,                0.97534,                0.61409,                 1.3808,                 1.0394,                 1.4591,              0.0013313,              0.0013313,              0.0013313
                     21,                 1.1034,                0.58625,                 1.1383,                0.94668,                0.98133,                0.98949,                0.67682,                 1.1678,                0.78315,                 1.3317,              0.0013783,              0.0013783,              0.0013783
                     22,                 1.0142,                0.56618,                 1.1071,                0.98122,                0.99212,                 0.9942,                0.75683,                 1.0269,                0.65401,                  1.241,              0.0014236,              0.0014236,              0.0014236
                     23,                 1.0344,                0.56063,                 1.1407,                0.98777,                0.99704,                0.99451,                0.61852,                 1.4369,                0.70532,                 1.5902,              0.0014674,              0.0014674,              0.0014674
                     24,                 1.1111,                0.55817,                 1.1859,                0.98994,                0.99691,                0.99479,                0.69035,                 1.1715,                0.61782,                 1.3093,              0.0015096,              0.0015096,              0.0015096
                     25,                0.92911,                0.52067,                 1.0791,                0.99277,                0.99936,                0.99472,                0.73295,                 1.0463,                0.59384,                 1.2161,               0.001505,               0.001505,               0.001505
                     26,                  0.958,                 0.5263,                 1.0951,                0.99607,                0.99968,                0.99483,                0.73736,                 1.0741,                0.56582,                 1.2808,               0.001505,               0.001505,               0.001505
                     27,                 1.0134,                0.51381,                 1.1297,                0.99976,                      1,                  0.995,                0.74151,                 1.0936,                0.57446,                 1.2908,              0.0014852,              0.0014852,              0.0014852
                     28,                0.95782,                0.51844,                 1.1056,                0.99929,                      1,                  0.995,                0.80165,                0.84906,                0.48634,                 1.1149,              0.0014654,              0.0014654,              0.0014654
                     29,                 0.8969,                0.50323,                 1.0534,                0.99842,                0.99979,                  0.995,                0.77657,                0.93009,                 0.5355,                 1.1721,              0.0014456,              0.0014456,              0.0014456
                     30,                0.88374,                0.48379,                 1.0397,                0.99878,                      1,                  0.995,                0.72196,                 1.1254,                0.61005,                  1.283,              0.0014258,              0.0014258,              0.0014258
                     31,                0.88396,                0.47443,                 1.0513,                0.99988,                      1,                  0.995,                 0.7926,                0.87104,                0.45122,                 1.0995,               0.001406,               0.001406,               0.001406
                     32,                0.85924,                0.46777,                 1.0248,                0.99883,                      1,                  0.995,                0.79772,                0.89758,                0.47373,                 1.1129,              0.0013862,              0.0013862,              0.0013862
                     33,                0.83128,                0.45555,                 1.0242,                0.99937,                0.99992,                  0.995,                0.79981,                0.87415,                0.51152,                 1.1249,              0.0013664,              0.0013664,              0.0013664
                     34,                0.87012,                0.45826,                 1.0363,                0.99989,                      1,                  0.995,                0.84358,                0.71685,                0.41726,                 1.0302,              0.0013466,              0.0013466,              0.0013466
                     35,                 0.8643,                0.45815,                  1.034,                0.99981,                      1,                  0.995,                0.73787,                 1.0781,                0.48701,                  1.268,              0.0013268,              0.0013268,              0.0013268
                     36,                0.87036,                0.46843,                 1.0435,                0.99945,                      1,                  0.995,                0.80525,                0.83202,                0.45511,                 1.1102,               0.001307,               0.001307,               0.001307
                     37,                0.81037,                0.44278,                 1.0191,                0.99991,                      1,                  0.995,                0.83202,                0.75713,                0.45227,                 1.0719,              0.0012872,              0.0012872,              0.0012872
                     38,                0.78726,                 0.4371,                 1.0268,                 0.9998,                      1,                  0.995,                0.85143,                 0.6681,                0.40875,                 1.0198,              0.0012674,              0.0012674,              0.0012674
                     39,                0.75536,                0.42534,                0.99908,                0.99994,                      1,                  0.995,                0.85496,                0.67339,                0.39205,                 1.0178,              0.0012476,              0.0012476,              0.0012476
                     40,                0.75956,                0.41893,                0.99708,                0.99997,                      1,                  0.995,                 0.8625,                0.65359,                0.38008,                0.99916,              0.0012278,              0.0012278,              0.0012278
                     41,                0.77324,                0.41891,                 1.0041,                0.99993,                      1,                  0.995,                0.81397,                0.85575,                0.42923,                 1.1363,               0.001208,               0.001208,               0.001208
                     42,                0.76882,                0.41854,                 1.0078,                0.99994,                      1,                  0.995,                0.84238,                0.73165,                0.41785,                 1.0547,              0.0011882,              0.0011882,              0.0011882
                     43,                0.74431,                0.40762,                 1.0029,                0.99995,                      1,                  0.995,                 0.8273,                0.77794,                0.41255,                  1.083,              0.0011684,              0.0011684,              0.0011684
                     44,                0.72615,                0.40305,                0.99711,                0.99997,                      1,                  0.995,                0.86342,                0.64304,                0.37163,                 0.9947,              0.0011486,              0.0011486,              0.0011486
                     45,                0.73367,                0.39644,                0.98855,                0.99995,                      1,                  0.995,                0.79962,                0.92265,                0.41496,                 1.1759,              0.0011288,              0.0011288,              0.0011288
                     46,                0.74819,                0.40528,                0.98764,                0.99997,                      1,                  0.995,                0.81569,                 0.8324,                0.42546,                 1.1059,               0.001109,               0.001109,               0.001109
                     47,                0.78793,                0.41662,                 1.0077,                0.99996,                      1,                  0.995,                 0.8634,                0.64914,                0.37088,                 1.0095,              0.0010892,              0.0010892,              0.0010892
                     48,                0.74956,                0.40071,                0.98304,                0.99994,                      1,                  0.995,                0.87085,                0.63797,                0.35951,                 1.0029,              0.0010694,              0.0010694,              0.0010694
                     49,                0.77979,                 0.4135,                 1.0044,                0.99993,                      1,                  0.995,                0.81188,                0.85415,                0.44863,                 1.1322,              0.0010496,              0.0010496,              0.0010496
                     50,                0.71393,                0.38898,                0.96799,                0.99996,                      1,                  0.995,                0.86507,                0.65595,                0.36505,                0.99106,              0.0010298,              0.0010298,              0.0010298
                     51,                0.70703,                0.38822,                0.96039,                0.99996,                      1,                  0.995,                0.85521,                0.70656,                0.36979,                  1.032,                0.00101,                0.00101,                0.00101
                     52,                0.66648,                 0.3803,                0.96238,                0.99998,                      1,                  0.995,                0.87731,                0.62712,                0.35206,                0.98271,              0.0009902,              0.0009902,              0.0009902
                     53,                0.68342,                0.38169,                0.95645,                0.99998,                      1,                  0.995,                0.86587,                0.70319,                0.35889,                 1.0319,              0.0009704,              0.0009704,              0.0009704
                     54,                0.73082,                0.38841,                0.97387,                0.99997,                      1,                  0.995,                 0.8414,                0.76719,                0.38911,                 1.0334,              0.0009506,              0.0009506,              0.0009506
                     55,                0.76645,                0.40487,                0.98767,                0.99997,                      1,                  0.995,                0.87523,                0.62719,                0.35915,                0.98038,              0.0009308,              0.0009308,              0.0009308
                     56,                0.71202,                0.38308,                 0.9652,                0.99998,                      1,                  0.995,                0.84919,                0.72335,                0.34975,                  1.057,               0.000911,               0.000911,               0.000911
                     57,                0.72105,                0.38301,                0.98043,                0.99997,                      1,                  0.995,                0.87072,                0.61478,                0.34979,                0.98003,              0.0008912,              0.0008912,              0.0008912
                     58,                0.70216,                0.37623,                0.97071,                0.99997,                      1,                  0.995,                0.86234,                0.65251,                0.34782,                0.99452,              0.0008714,              0.0008714,              0.0008714
                     59,                0.66831,                0.37386,                0.95989,                0.99998,                      1,                  0.995,                 0.8334,                0.79064,                0.39812,                 1.0594,              0.0008516,              0.0008516,              0.0008516
                     60,                0.63711,                 0.3604,                0.94056,                0.99998,                      1,                  0.995,                 0.8733,                0.63178,                0.35582,                0.98312,              0.0008318,              0.0008318,              0.0008318
                     61,                0.68669,                0.37343,                 0.9546,                0.99998,                      1,                  0.995,                0.87605,                0.63515,                0.34472,                0.99934,               0.000812,               0.000812,               0.000812
                     62,                0.64845,                0.36352,                0.94173,                0.99998,                      1,                  0.995,                 0.8744,                0.65179,                0.35252,                0.99266,              0.0007922,              0.0007922,              0.0007922
                     63,                0.63345,                0.35911,                 0.9413,                0.99997,                      1,                  0.995,                0.88457,                0.59452,                0.34171,                0.96475,              0.0007724,              0.0007724,              0.0007724
                     64,                0.64112,                0.35824,                0.93726,                0.99997,                      1,                  0.995,                0.88098,                0.61214,                0.34244,                0.98172,              0.0007526,              0.0007526,              0.0007526
                     65,                0.64806,                0.36445,                 0.9425,                0.99996,                      1,                  0.995,                0.88724,                0.60676,                0.34536,                0.98349,              0.0007328,              0.0007328,              0.0007328
                     66,                0.61124,                0.34853,                0.93153,                0.99995,                      1,                  0.995,                0.89477,                0.55358,                0.33426,                0.93932,               0.000713,               0.000713,               0.000713
                     67,                0.61504,                0.34748,                0.92549,                0.99998,                      1,                  0.995,                 0.8944,                0.59087,                 0.3324,                0.96899,              0.0006932,              0.0006932,              0.0006932
                     68,                 0.6049,                0.34931,                0.92825,                0.99998,                      1,                  0.995,                0.89701,                0.58032,                0.33227,                0.96706,              0.0006734,              0.0006734,              0.0006734
                     69,                0.58765,                0.34427,                 0.9281,                0.99997,                      1,                  0.995,                0.89248,                 0.5705,                0.32853,                0.95154,              0.0006536,              0.0006536,              0.0006536
                     70,                0.58008,                0.34011,                0.92324,                0.99998,                      1,                  0.995,                0.89973,                0.56145,                0.32478,                0.95541,              0.0006338,              0.0006338,              0.0006338
                     71,                0.57423,                0.34018,                0.92318,                0.99998,                      1,                  0.995,                0.89994,                0.54871,                0.31444,                 0.9393,               0.000614,               0.000614,               0.000614
                     72,                0.58655,                0.34212,                0.91772,                0.99998,                      1,                  0.995,                0.89968,                0.57401,                0.31569,                0.95577,              0.0005942,              0.0005942,              0.0005942
                     73,                0.58237,                0.33975,                 0.9179,                0.99997,                      1,                  0.995,                0.89455,                0.56053,                0.31916,                0.93875,              0.0005744,              0.0005744,              0.0005744
                     74,                0.58277,                0.33452,                0.91308,                0.99998,                      1,                  0.995,                0.90184,                0.55531,                0.31169,                0.94492,              0.0005546,              0.0005546,              0.0005546
                     75,                0.58034,                 0.3382,                0.91773,                0.99998,                      1,                  0.995,                0.91069,                0.52755,                0.30429,                0.93271,              0.0005348,              0.0005348,              0.0005348
                     76,                0.57382,                0.33488,                0.91866,                0.99998,                      1,                  0.995,                0.89835,                0.54803,                 0.3096,                0.94352,               0.000515,               0.000515,               0.000515
                     77,                0.58924,                0.34337,                 0.9175,                0.99998,                      1,                  0.995,                0.89494,                0.57723,                0.32394,                0.95894,              0.0004952,              0.0004952,              0.0004952
                     78,                0.57186,                0.34342,                0.92057,                0.99998,                      1,                  0.995,                0.90798,                0.52139,                0.30269,                 0.9328,              0.0004754,              0.0004754,              0.0004754
                     79,                0.55692,                0.33004,                0.91036,                0.99998,                      1,                  0.995,                 0.9047,                0.54344,                0.31923,                0.94818,              0.0004556,              0.0004556,              0.0004556
                     80,                0.55901,                0.32854,                 0.9069,                0.99998,                      1,                  0.995,                0.89886,                0.55716,                0.31519,                0.94801,              0.0004358,              0.0004358,              0.0004358
                     81,                0.54001,                0.31968,                0.90559,                0.99998,                      1,                  0.995,                0.90896,                0.52221,                0.30395,                 0.9243,               0.000416,               0.000416,               0.000416
                     82,                0.53388,                0.31918,                0.90402,                0.99998,                      1,                  0.995,                0.91676,                0.50296,                0.29941,                 0.9239,              0.0003962,              0.0003962,              0.0003962
                     83,                0.54682,                0.32473,                 0.9047,                0.99998,                      1,                  0.995,                0.91249,                0.53595,                0.30176,                0.94569,              0.0003764,              0.0003764,              0.0003764
                     84,                0.53869,                0.31755,                 0.8983,                0.99998,                      1,                  0.995,                0.90021,                0.56468,                 0.3054,                0.94219,              0.0003566,              0.0003566,              0.0003566
                     85,                0.54242,                0.31971,                0.90139,                0.99998,                      1,                  0.995,                0.91391,                0.50109,                0.29458,                0.92173,              0.0003368,              0.0003368,              0.0003368
                     86,                0.52231,                0.31276,                0.89387,                0.99998,                      1,                  0.995,                0.92071,                 0.5043,                0.29894,                0.93042,               0.000317,               0.000317,               0.000317
                     87,                0.51842,                0.31308,                0.89316,                0.99998,                      1,                  0.995,                0.90317,                0.55458,                0.30482,                0.94653,              0.0002972,              0.0002972,              0.0002972
                     88,                0.54197,                0.32748,                0.90622,                0.99998,                      1,                  0.995,                0.92302,                0.47164,                0.29717,                0.90511,              0.0002774,              0.0002774,              0.0002774
                     89,                0.54512,                 0.3222,                 0.8973,                0.99998,                      1,                  0.995,                0.92866,                0.47408,                0.29404,                0.91026,              0.0002576,              0.0002576,              0.0002576
                     90,                0.72364,                0.50179,                0.98927,                0.99998,                      1,                  0.995,                0.91835,                    0.5,                0.30302,                0.91724,              0.0002378,              0.0002378,              0.0002378
                     91,                0.61064,                 0.3792,                0.92107,                0.99998,                      1,                  0.995,                0.87901,                0.58141,                0.32688,                0.94203,               0.000218,               0.000218,               0.000218
                     92,                0.55822,                0.33849,                0.90358,                0.99996,                    0.9,                0.92669,                0.80992,                0.61864,                0.33375,                0.95033,              0.0001982,              0.0001982,              0.0001982
                     93,                0.52236,                 0.3143,                0.88857,                0.99996,                      1,                  0.995,                 0.8924,                0.57929,                0.32374,                0.94318,              0.0001784,              0.0001784,              0.0001784
                     94,                0.50318,                0.30687,                0.88246,                0.99997,                      1,                  0.995,                0.90257,                0.52808,                0.31016,                 0.9262,              0.0001586,              0.0001586,              0.0001586
                     95,                0.49622,                0.30102,                0.87935,                0.99998,                      1,                  0.995,                0.90421,                0.51222,                0.30891,                0.91101,              0.0001388,              0.0001388,              0.0001388
                     96,                0.48623,                0.29907,                0.87856,                0.99998,                      1,                  0.995,                0.90185,                0.53022,                0.30954,                0.91461,               0.000119,               0.000119,               0.000119
                     97,                0.49431,                0.30465,                 0.8747,                0.99998,                      1,                  0.995,                0.90544,                 0.5286,                0.30654,                0.91846,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.48368,                0.30191,                0.86942,                0.99998,                      1,                  0.995,                0.91609,                0.49956,                0.29959,                0.91008,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.46654,                 0.2928,                0.86601,                0.99998,                      1,                  0.995,                0.92184,                0.48017,                0.29474,                0.90007,               5.96e-05,               5.96e-05,               5.96e-05
